"","treated_unit","Introcommu.x","oftenmbta","PoliID.x","ideology.x","party.x","obama.x","X2010","election.x","intoviews.x","numberim.x","Remain.x","Englishlan.x","Hispanics.x","age","residency","Friends.x","race_1","race_2","race_3","race_4","race_5","hispanicID","gender","education","citizen","income","Community.x","Crime.x","Diverse.x","wealthcomm.x","welcome.y","disclosure.y","Introcommu.y","line.x","oftentrain","best_memor","Commutefre","MissTrain","habits","wait_on_pl","PoliID.y","registered","ideology.y","party.y","obama.y","election.y","intoviews.y","numberim.y","Remain.y","Englishlan.y","Hispanics.y","selfIDintr","Friends.y","Community.y","Crime.y","Diverse.y","wealthcomm.y","t.time","assignment","line.y","station","train","time","treatment","zip.pct.hispanic","white","us.born","income.new","hispanic.new","residency.new","time.treatment","a.time","obama.voter","romney.voter","obama.voter.x","romney.voter.x","obama.voter.y","romney.voter.y","male","liberal","conservative","democract","republican","obama.approve","obama.disapprove","ride.everyday","voted.2010","college"
"11","Framingham_Grafton_P502",1,4,1,4,3,3,1,7,1,3,2,4,0,42,4,2,NA,NA,NA,1,NA,2,1,5,1,7,1,3,4,3,1,1,1,3,3,1,1,11,2,3,1,1,4,3,4,7,1,3,2,5,0,1,2,1,3,4,4,"t2b","T2b","Framingham","Grafton","P502","5:29",1,0.0258647553755064,1,1,135000,0,12.5,"b",0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
"12","Framingham_Grafton_P506",1,4,1,3,2,2,1,2,1,3,2,5,0,33,2,10,NA,NA,NA,1,NA,2,2,6,2,6,1,3,3,4,1,1,1,3,5,1,3,0,2,3,1,2,3,2,2,2,1,3,2,4,0,1,7,1,3,3,4,"t2a","T2a","Framingham","Grafton","P506","6:49",0,0.0258647553755064,1,0,105000,0,3.5,"a",1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
"13","Framingham_Grafton_P502",1,4,1,5,2,4,1,6,1,4,3,4,0,50,2,10,NA,NA,NA,1,NA,2,1,6,1,8,1,3,4,4,1,1,1,3,5,1,7,0,2,2,1,1,4,2,4,6,1,3,2,4,0,1,5,1,3,3,4,"t2b","T2b","Framingham","Grafton","P502","5:29",1,0.0258647553755064,1,1,250000,0,3.5,"b",0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1
"14","Framingham_Grafton_P502",1,4,1,4,3,5,5,7,1,4,4,5,0.5,24,1,2,NA,NA,NA,1,NA,2,1,6,1,6,1,3,3,3,1,1,1,3,5,1,9,0,2,3,1,1,4,3,5,7,1,5,4,4,0.5,1,2,1,3,3,3,"t2a","T2a","Framingham","Grafton","P502","5:29",1,0.0159090909090909,1,1,105000,0,1,"a",1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
"15","Framingham_Grafton_P506",1,3,1,1,2,2,5,1,1,3,2,1,0,40,1,0,NA,NA,NA,1,NA,2,1,6,1,4,1,3,3,4,1,1,1,3,5,1,6,0,2,2,1,1,1,2,2,1,1,3,2,2,0,1,0,1,3,3,4,"t2b","T2b","Framingham","Grafton","P506","6:49",0,0.0159090909090909,1,1,62500,0,1,"b",0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1
"16","Framingham_Southborough_P504",1,3,1,2,1,3,5,3,1,1,3,4,0,53,5,0,NA,NA,NA,1,NA,2,1,6,1,9,1,3,3,3,1,1,1,3,5,1,6,0,2,2,1,1,2,1,3,3,1,2,3,3,0,1,0,1,3,4,3,"t2b","T2b","Framingham","Southborough","P504","6:23",0,0.0392403677758319,1,1,300000,0,10.5447154471545,"b",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"18","Framingham_Southborough_P508",1,1,1,2,2,2,5,2,1,3,5,5,0,50,3,0,1,NA,NA,NA,NA,2,2,6,2,6,1,3,4,3,1,1,1,3,5,1,0,0,2,2,1,1,3,2,3,3,1,3,5,5,0,1,0,1,3,4,3,"t2a","T2a","Framingham","Southborough","P508","7:28",1,0.0392403677758319,0,0,105000,0,7.5,"a",1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
"22","Framingham_Natick_P514",1,3,1,3,1,2,5,1,1,3,1,3,0,33,2,20,NA,NA,NA,NA,1,1,2,6,2,7,1,3,3,4,1,1,1,3,2,1,0,NA,2,3,1,1,3,1,2,1,1,3,2,3,0,1,20,1,3,3,4,"t2a","T2a","Framingham","Natick","P514","8:55",1,0.203273665537816,1,0,135000,1,3.5,"a",1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
"23","Framingham_Southborough_P508",1,4,1,4,3,5,5,7,1,3,5,5,0,33,5,20,1,NA,NA,NA,NA,2,1,6,2,8,1,1,4,2,1,1,1,10,5,1,2,0,2,2,1,1,1,2,5,7,1,3,5,5,0,1,5,1,3,4,4,"t2a","T2a","Framingham","Southborough","P508","7:28",1,0.0445971192671609,0,0,250000,0,10.5447154471545,"a",1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
"24","Framingham_Southborough_P508",1,4,1,2,1,2,5,1,1,2,2,5,0,32,1,5,NA,NA,NA,1,NA,2,2,6,1,8,1,3,3,3,1,1,1,3,5,1,3,0,2,2,1,1,2,1,2,1,1,2,2,5,0,1,5,1,3,3,3,"t2a","T2a","Framingham","Southborough","P508","7:28",1,0.0178894472361809,1,1,250000,0,1,"a",1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"25","Framingham_Southborough_P508",1,4,1,5,3,5,5,7,1,5,5,5,0,57,5,0,NA,NA,NA,1,NA,2,2,5,1,7,1,3,3,3,1,1,1,3,5,1,8,0,2,1,1,1,5,3,5,7,1,5,5,5,0,1,0,1,3,3,3,"t2b","T2b","Framingham","Southborough","P508","7:28",1,0.0178894472361809,1,1,135000,0,10.5447154471545,"b",0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1
"26","Framingham_Southborough_P508",1,4,1,2,4,2,2,6,1,3,4,5,0,41,3,5,NA,NA,NA,1,NA,2,2,4,1,4,1,3,4,3,1,1,1,3,5,1,10,0,2,2,1,2,2,4,2,6,1,3,4,5,0,1,3,1,3,3,4,"t2b","T2b","Framingham","Southborough","P508","7:28",1,0.108418400477934,1,1,62500,0,7.5,"b",0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
"27","Framingham_Southborough_P508",1,4,1,2,1,3,5,2,1,3,5,3,0.5,36,3,1,NA,NA,NA,1,NA,2,2,5,1,6,1,4,4,4,1,1,1,3,4,1,15,0,1,NA,1,1,2,1,2,2,1,4,3,3,0.5,NA,NA,NA,NA,NA,NA,"t2a","T2a","Framingham","Southborough","P508","7:28",1,0.108418400477934,1,1,105000,0,7.5,"a",1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1
"28","Framingham_Southborough_P504",1,4,1,3,2,2,5,1,1,4,3,3,0,43,3,0,NA,NA,NA,1,NA,2,1,6,1,7,1,3,3,3,1,1,1,3,3,1,5,0,1,NA,1,1,3,2,2,1,1,3,3,3,0,1,5,1,3,3,3,"t2a","T2a","Framingham","Southborough","P504","6:23",0,0.108418400477934,1,1,135000,0,7.5,"a",1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
"29","Framingham_Southborough_P508",1,4,1,1,1,2,1,1,1,3,2,3,0,25,4,10,NA,NA,NA,1,NA,2,2,6,1,4,1,3,4,3,1,1,1,3,4,1,18,0,2,2,1,1,2,1,2,1,1,3,2,3,0,1,10,1,3,4,3,"t2b","T2b","Framingham","Southborough","P508","7:28",1,0.0824988418089163,1,1,62500,0,12.5,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
"30","Framingham_Natick_P508",1,4,1,3,1,2,4,1,1,1,2,3,0,41,2,2,NA,NA,NA,1,NA,2,1,5,2,8,1,3,3,4,1,1,1,3,2,1,3,1,2,3,1,2,2,2,2,2,1,2,2,3,0,1,2,1,3,3,4,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,0,250000,0,3.5,"a",1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
"31","Framingham_Natick_P508",1,4,1,2,1,2,5,1,1,3,3,4,0,33,2,10,NA,NA,NA,1,NA,2,2,6,1,6,1,3,3,2,1,1,1,3,5,1,3,0,2,1,1,1,2,1,2,1,1,3,3,4,0,1,10,1,3,3,2,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,105000,0,3.5,"a",1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"32","Framingham_Natick_P508",1,4,1,1,1,2,5,1,1,2,1,4,0,44,4,0,NA,NA,NA,1,NA,2,1,5,1,4,1,3,3,4,1,1,1,3,5,1,10,0,2,3,1,1,1,1,2,1,1,2,2,2,0,1,1,1,3,4,2,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,62500,0,12.5,"a",1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
"33","Framingham_Natick_P508",1,3,1,4,3,4,5,7,1,3,2,2,0.25,46,4,2,NA,NA,NA,1,NA,2,1,5,1,8,1,3,3,3,1,1,1,3,2,1,2,0,2,2,1,1,4,3,4,7,1,2,2,2,0.25,1,2,1,2,3,2,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,250000,0,12.5,"a",1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1
"34","Framingham_Natick_P508",1,4,1,3,3,3,5,3,1,5,5,1,0,41,2,0,1,NA,NA,NA,NA,2,2,6,1,7,1,3,3,3,1,1,1,3,3,1,8,2,2,3,1,1,4,3,4,4,1,5,5,1,0,1,2,1,3,3,3,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0299518086988349,0,1,135000,0,3.5,"b",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"35","Framingham_Natick_P508",1,4,1,3,2,4,5,3,1,2,4,3,0,28,2,3,NA,NA,NA,1,NA,2,2,5,1,6,1,3,3,3,1,1,1,3,5,1,10,0,2,3,1,1,3,2,3,3,1,3,2,2,0,1,NA,1,3,3,3,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,105000,0,3.5,"b",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"36","Framingham_Natick_P508",1,4,1,1,1,1,5,1,1,2,1,1,0,36,5,1,NA,NA,NA,1,NA,2,1,6,1,7,1,3,3,4,1,1,1,3,5,1,3,0,2,3,1,1,2,1,2,1,1,2,1,1,0,1,1,1,3,3,3,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,135000,0,10.5447154471545,"a",1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
"37","Framingham_Grafton_P506",1,4,1,3,3,2,5,2,1,2,1,3,0,37,2,NA,NA,NA,NA,1,NA,2,1,6,1,6,1,3,2,2,1,1,1,3,2,1,4,0,2,3,1,1,4,3,2,2,1,2,2,3,0,1,4,1,3,2,2,"t2a","T2a","Framingham","Grafton","P506","6:49",0,0.0299518086988349,1,1,105000,0,3.5,"a",1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1
"38","Framingham_West Natick_P512",1,4,1,3,2,3,1,3,1,3,3,3,0,38,2,0,1,NA,NA,NA,NA,2,1,6,2,5,1,3,3,3,1,1,1,3,4,1,8,1,2,3,1,2,2,2,2,3,1,3,5,3,0,1,4,1,3,4,3,"t2b","T2b","Framingham","West Natick","P512","8:19",1,0.0299518086988349,0,0,87500,0,3.5,"b",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"39","Framingham_Natick_P508",1,4,1,3,1,2,5,1,1,2,2,1,0,48,6,0,NA,NA,NA,1,NA,2,1,5,1,3,1,3,3,3,1,1,1,3,5,1,10,0,2,3,1,1,3,1,2,1,1,2,2,1,0,1,0,1,3,4,3,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,42500,0,25.5447154471545,"b",0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1
"40","Framingham_West Natick_P512",1,4,1,2,2,2,5,1,1,3,2,4,0,43,2,0,NA,NA,NA,1,NA,2,1,6,1,7,1,3,3,4,1,1,1,3,2,1,10,3,2,3,1,1,2,2,2,1,1,NA,2,4,0,1,0,1,3,3,4,"t2b","T2b","Framingham","West Natick","P512","8:19",1,0.0299518086988349,1,1,135000,0,3.5,"b",0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1
"41","Framingham_Natick_P514",1,4,1,2,1,2,1,2,1,3,2,3,0,20,5,5,NA,NA,NA,1,NA,2,2,5,2,7,1,3,4,3,1,1,1,3,3,1,15,3,2,3,1,3,1,1,2,2,1,4,2,4,0,1,1,1,3,4,3,"t2b","T2b","Framingham","Natick","P514","8:55",1,0.0299518086988349,1,0,135000,0,10.5447154471545,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
"42","Framingham_Natick_P508",1,4,1,1,1,2,5,1,1,3,1,1,0,52,2,10,NA,NA,NA,1,NA,2,2,6,1,6,1,3,3,4,1,1,1,3,4,1,5,0,2,3,1,1,1,1,2,1,1,3,1,3,0,1,5,1,3,3,4,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,105000,0,3.5,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"44","Framingham_West Natick_P514",1,4,1,3,4,2,2,2,1,3,2,4,0.25,38,1,0,1,NA,NA,1,NA,2,1,5,2,5,1,1,1,2,1,1,1,3,5,1,10,0,2,3,1,2,1,1,2,2,1,2,3,4,0.5,1,0,1,3,3,4,"t2b","T2b","Framingham","West Natick","P514","8:50",0,0.0299518086988349,1,0,87500,0,1,"b",0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
"45","Framingham_Natick_P508",1,4,1,2,2,2,5,1,1,3,2,2,0,45,2,10,NA,NA,NA,1,NA,2,1,6,1,8,1,3,3,3,1,1,1,3,5,1,3,0,2,2,1,1,2,2,2,1,1,2,2,2,0,1,8,1,3,3,3,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,250000,0,3.5,"b",0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1
"47","Framingham_Natick_P508",1,4,1,2,1,2,5,1,1,3,2,3,0,55,5,0,NA,NA,NA,1,NA,2,2,6,1,6,1,3,3,3,1,1,1,3,4,1,7,1,2,3,1,1,3,1,2,1,1,3,2,3,0,1,0,1,3,3,3,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,105000,0,10.5447154471545,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"48","Framingham_Natick_P508",1,4,1,1,2,2,1,1,1,2,1,1,0,38,1,15,NA,NA,NA,1,NA,2,2,6,1,5,1,3,3,3,1,1,1,3,3,1,4,0,2,3,1,1,1,2,2,1,1,2,1,1,0,1,15,1,3,3,3,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,87500,0,1,"a",1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
"49","Framingham_Natick_P508",1,4,1,1,1,1,5,1,1,1,1,1,0,45,2,0,NA,NA,NA,1,NA,2,2,6,1,7,1,3,3,3,1,1,1,3,5,1,4,0,2,3,1,1,2,1,1,1,1,1,1,1,0,1,0,1,3,3,3,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,135000,0,3.5,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"50","Framingham_Natick_P508",1,4,1,3,2,4,5,2,1,2,2,4,0,44,3,10,NA,NA,NA,1,NA,1,1,6,1,9,1,3,3,4,1,1,1,3,5,1,5,0,2,1,1,1,3,2,2,2,1,3,2,4,0,1,10,1,3,3,4,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,300000,1,7.5,"b",0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1
"51","Framingham_Natick_P514",1,4,1,3,3,3,1,3,1,3,5,4,0,36,1,10,NA,NA,NA,1,NA,2,1,5,2,7,1,2,3,3,1,1,1,3,5,1,20,18,2,3,1,2,2,3,3,3,1,3,4,5,0,1,5,1,2,4,3,"t2b","T2b","Framingham","Natick","P514","8:55",1,0.0299518086988349,1,0,135000,0,1,"b",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"52","Framingham_West Natick_P512",1,4,1,2,2,5,1,4,1,4,2,3,0.25,29,1,0,1,NA,NA,NA,NA,2,2,6,2,3,1,1,3,2,1,1,1,3,4,1,3,3,2,2,1,2,4,4,4,4,1,5,5,5,0.25,1,0,1,5,5,4,"t2a","T2a","Framingham","West Natick","P512","8:19",1,0.0299518086988349,0,0,42500,0,1,"a",1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
"53","Framingham_Natick_P514",1,4,1,2,2,3,1,2,1,2,4,4,0,42,2,10,1,NA,NA,NA,NA,2,1,6,2,4,1,2,3,2,1,1,1,3,2,1,10,2,2,2,1,3,2,2,3,2,1,3,4,3,0,1,10,1,3,3,3,"t2b","T2b","Framingham","Natick","P514","8:55",1,0.0299518086988349,0,0,62500,0,3.5,"b",0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1
"55","Framingham_Natick_P508",1,4,1,2,1,2,5,1,1,3,1,3,0,43,3,2,NA,NA,NA,1,NA,2,2,6,1,7,1,3,3,3,1,1,1,3,5,1,2,0,2,1,1,1,2,1,2,1,1,3,2,3,0,1,2,1,3,3,4,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,1,135000,0,7.5,"a",1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"56","Framingham_Natick_P514",1,4,1,1,1,1,5,1,1,3,2,3,0,54,5,2,1,1,1,1,NA,2,2,6,1,6,1,3,4,4,1,1,1,3,3,1,3,1,2,3,1,1,1,1,1,1,1,3,2,3,0,1,2,1,3,4,4,"t2a","T2a","Framingham","Natick","P514","8:55",1,0.0299518086988349,1,1,105000,0,10.5447154471545,"a",1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"57","Framingham_Southborough_P508",1,4,1,3,2,4,5,7,1,4,1,4,0,39,3,0,NA,NA,NA,1,NA,2,1,5,1,7,1,3,3,3,1,1,1,3,3,1,10,0,2,3,1,1,3,2,5,7,1,3,1,4,0,1,0,1,3,3,3,"t2b","T2b","Framingham","Southborough","P508","7:28",1,0.0299518086988349,1,1,135000,0,7.5,"b",0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1
"58","Framingham_Natick_P508",1,4,1,3,2,3,1,1,1,3,1,3,0.25,31,3,0,NA,NA,NA,NA,1,2,1,5,2,7,1,3,3,2,1,1,1,3,4,1,2,0,2,3,1,3,3,4,3,2,1,3,1,2,0.25,1,0,1,3,3,2,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0299518086988349,1,0,135000,0,7.5,"a",1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
"59","Framingham_West Natick_P514",1,4,1,3,2,2,5,1,1,3,4,5,0,50,5,2,NA,NA,NA,1,NA,2,1,5,1,7,1,3,3,3,1,1,1,3,2,1,3,1,2,2,1,1,3,2,2,1,1,3,3,4,0,1,2,1,3,3,3,"t2a","T2a","Framingham","West Natick","P514","8:50",0,0.0299518086988349,1,1,135000,0,10.5447154471545,"a",1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
"61","Framingham_West Natick_P514",1,4,1,2,1,2,5,1,1,5,1,4,0.25,60,1,0,NA,NA,NA,1,NA,2,2,4,1,5,1,3,4,4,1,1,1,3,5,1,9,0,2,3,1,1,2,1,2,2,1,3,2,4,0.25,1,0,1,2,5,3,"t2b","T2b","Framingham","West Natick","P514","8:50",0,0.0299518086988349,1,1,87500,0,1,"b",0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
"63","Framingham_Natick_P508",1,4,1,2,2,2,5,1,1,5,3,5,0,67,5,2,NA,NA,NA,1,NA,2,1,5,1,7,1,3,3,4,1,1,1,3,5,1,3,0,2,3,1,1,2,2,4,2,1,4,2,3,0,1,0,1,2,3,4,"t2a","T2a","Framingham","Natick","P508","7:56",0,0.0138383102694829,1,1,135000,0,10.5447154471545,"a",1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1
"64","Framingham_West Natick_P514",1,3,1,3,4,5,5,5,1,1,1,1,0,54,5,0,NA,NA,NA,1,NA,1,2,6,1,7,1,3,3,3,1,1,1,3,5,1,0,0,2,3,1,1,3,4,5,5,1,1,1,1,0,1,0,1,3,3,3,"t2b","T2b","Framingham","West Natick","P514","8:50",0,0.0138383102694829,1,1,135000,1,10.5447154471545,"b",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"65","Framingham_Wellesley Hills_P504",1,4,1,3,3,4,4,3,1,3,4,3,0,44,5,5,1,NA,NA,NA,NA,2,2,5,1,8,1,1,4,1,1,1,1,3,5,1,5,NA,2,3,1,1,2,2,3,3,1,3,3,3,0,1,2,1,2,4,2,"t4b","T4b","Framingham","Wellesley Hills","P504","7:00",0,0.027641408751334,0,1,250000,0,10.5447154471545,"b",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"67","Framingham_Southborough_P508",1,3,1,3,2,4,5,3,1,3,4,4,0,50,4,0,NA,NA,NA,NA,1,2,2,5,1,NA,1,3,3,3,1,1,1,3,1,1,4,0,2,2,1,1,3,2,4,6,1,4,4,4,0,1,2,1,3,3,3,"t2a","T2a","Framingham","Southborough","P508","7:28",1,0.027641408751334,1,1,175000,0,12.5,"a",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"68","Framingham_Natick_P508",1,4,1,2,1,3,1,2,1,5,4,5,0,20,6,1,NA,NA,NA,1,NA,2,1,3,1,7,1,3,3,3,1,1,1,3,5,1,10,0,2,3,1,1,2,1,2,2,1,4,2,5,0,1,1,1,3,3,3,"t2b","T2b","Framingham","Natick","P508","7:56",0,0.0198199218528796,1,1,135000,0,25.5447154471545,"b",0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
